859 1
-2.13555 -2.19805 | 19.598 
-2.13555 -2.13555 | 15.9465 
-2.19805 -2.07305 | 16.9572 
-2.07305 -2.07305 | 10.6648 
-2.01836 -1.99883 | 8.13582 
-1.95195 -2.06523 | 9.35586 
-1.94805 -2.19805 | 15.9477 
-1.80352 -2.18242 | 20.5965 
-1.82305 -2.03789 | 13.3283 
-1.8543 -1.97148 | 11.3911 
-1.9168 -2.02617 | 9.25004 
-1.94805 -1.94805 | 8.64592 
-1.84648 -1.9168 | 12.7215 
-1.75273 -1.84258 | 20.801 
-1.89727 -1.7957 | 16.0039 
-2.06523 -1.81523 | 14.4036 
-2.04961 -1.91289 | 9.80273 
-2.19023 -1.90508 | 16.4853 
-2.19805 -1.69805 | 27.7148 
-2.18633 -1.45977 | 32.6983 
-1.97539 -1.44023 | 25.3989 
-1.7293 -1.43242 | 35.4515 
-1.69805 -1.69805 | 32.18 
-1.69023 -1.42852 | 37.5733 
-1.39727 -1.38945 | 39.5541 
-1.22148 -1.53398 | 31.8359 
-1.2957 -1.70586 | 30.1591 
-1.45195 -1.78398 | 32.7194 
-1.47148 -2.03008 | 26.3045 
-1.39336 -2.14336 | 28.1632 
-1.28398 -2.05352 | 18.5447 
-1.19805 -2.19805 | 19.8534 
-1.02617 -2.13945 | 9.36451 
-0.963672 -2.10039 | 7.52396 
-1.0457 -2.02617 | 5.74325 
-0.963672 -2.04961 | 5.87082 
-0.959766 -1.98711 | 5.22038 
-1.11992 -1.9793 | 7.96328 
-1.16289 -2.04961 | 10.831 
-1.15898 -1.88945 | 11.8181 
-1.14727 -1.80352 | 15.2534 
-1.0457 -1.79961 | 11.6748 
-0.963672 -1.80742 | 10.9247 
-1.05742 -1.87383 | 8.25439 
-0.994922 -1.90508 | 6.35072 
-0.846484 -1.82695 | 13.7077 
-0.838672 -1.71758 | 20.3889 
-0.815234 -1.88945 | 12.5665 
-0.791797 -2.04961 | 12.7136 
-0.858203 -2.00273 | 8.46209 
-0.924609 -2.04961 | 6.63878 
-0.846484 -2.13164 | 12.7927 
-0.944141 -2.14336 | 9.88482 
-0.729297 -2.13555 | 19.8023 
-0.584766 -1.95586 | 23.1644 
-0.541797 -2.17852 | 30.3546 
-0.424609 -2.03008 | 23.3785 
-0.393359 -1.75664 | 30.6613 
-0.678516 -1.68633 | 31.5408 
-0.416797 -1.63945 | 37.9265 
-0.416797 -1.3543 | 36.7663 
-0.549609 -1.26836 | 32.5799 
-0.764453 -1.28008 | 23.1948 
-0.783984 -1.50664 | 30.7568 
-1.06914 -1.45195 | 23.7279 
-1.19805 -1.4168 | 28.9003 
-1.01445 -1.29961 | 15.8261 
-1.19805 -1.19805 | 16.4573 
-1.09648 -1.09648 | 5.96851 
-1.12383 -1.18242 | 11.4186 
-1.02227 -1.15898 | 7.07393 
-0.979297 -1.14727 | 6.34376 
-0.967578 -1.08086 | 3.57432 
-1.06133 -1.13555 | 6.56186 
-1.03789 -1.01836 | 2.46279 
-1.01055 -1.05742 | 2.80512 
-0.971484 -1.03398 | 2.40009 
-1.01055 -1.00664 | 2.06518 
-0.975391 -0.994922 | 2.06565 
-1.00664 -0.959766 | 2.26102 
-1.0418 -1.01055 | 2.47136 
-1.13164 -0.971484 | 5.61451 
-1.16289 -1.05352 | 7.81818 
-1.15898 -0.916797 | 8.10738 
-1.15508 -0.815234 | 12.397 
-1.07305 -0.795703 | 9.98716 
-1.00273 -0.752734 | 11.4018 
-0.963672 -0.815234 | 7.86766 
-1.0457 -0.885547 | 4.76338 
-1.07305 -0.932422 | 3.94372 
-0.987109 -0.905078 | 3.55277 
-0.944141 -0.928516 | 3.355 
-0.893359 -0.948047 | 4.38701 
-0.850391 -0.826953 | 10.8604 
-0.834766 -0.741016 | 16.7324 
-0.709766 -0.721484 | 25.3076 
-0.819141 -0.905078 | 9.00772 
-0.733203 -0.971484 | 12.6949 
-0.795703 -1.06523 | 9.76387 
-0.858203 -1.01055 | 5.49282 
-0.920703 -0.983203 | 3.08576 
-0.940234 -1.03008 | 2.81997 
-0.885547 -1.0418 | 4.68861 
-0.834766 -1.11602 | 9.40583 
-0.920703 -1.13945 | 6.96111 
-0.768359 -1.17852 | 16.4863 
-0.725391 -1.12773 | 16.3895 
-0.588672 -0.951953 | 20.1927 
-0.537891 -1.1707 | 26.599 
-0.256641 -1.08867 | 13.1805 
-0.233203 -0.975391 | 10.0717 
-0.420703 -1.02227 | 20.104 
-0.260547 -0.830859 | 16.5556 
-0.393359 -0.756641 | 28.1481 
-0.698047 -0.701953 | 27.1599 
-0.424609 -0.670703 | 34.3078 
-0.408984 -0.389453 | 36.411 
-0.545703 -0.205859 | 27.1927 
-0.721484 -0.311328 | 26.1583 
-0.811328 -0.459766 | 26.7931 
-0.834766 -0.686328 | 19.9849 
-1.04961 -0.455859 | 21.4092 
-1.08086 -0.639453 | 19.2409 
-1.17461 -0.397266 | 24.9638 
-1.03789 -0.268359 | 12.5823 
-1.1082 -0.205859 | 10.7559 
-1.18633 -0.209766 | 15.0555 
-1.28789 -0.428516 | 33.2088 
-1.35039 -0.272266 | 29.1898 
-1.53008 -0.334766 | 37.3529 
-1.52227 -0.612109 | 40.2142 
-1.28398 -0.616016 | 31.606 
-1.41289 -0.803516 | 27.8816 
-1.20977 -0.830859 | 14.7879 
-1.31133 -1.18242 | 22.7568 
-1.37773 -0.971484 | 20.1935 
-1.56133 -1.12773 | 26.0277 
-1.65508 -0.979297 | 19.3996 
-1.51836 -0.873828 | 25.9837 
-1.67852 -0.717578 | 29.6974 
-1.90898 -0.756641 | 15.3907 
-1.90117 -0.881641 | 8.89865 
-1.7332 -0.850391 | 18.8829 
-1.74102 -1.04961 | 15.1789 
-1.79961 -1.1668 | 16.5403 
-1.91289 -1.17852 | 12.1669 
-1.84648 -1.02617 | 8.89971 
-1.90117 -0.983203 | 6.50355 
-2.01055 -0.967578 | 5.20723 
-2.05742 -1.0457 | 6.37979 
-2.00664 -1.08867 | 6.73282 
-2.03008 -1.1668 | 10.6678 
-2.08477 -1.07695 | 8.03749 
-2.17852 -1.08086 | 12.8353 
-2.1707 -1.00664 | 10.9552 
-2.14727 -0.846484 | 13.6136 
-2.1043 -0.920703 | 8.56294 
-2.00664 -0.901172 | 6.71419 
-2.0457 -0.819141 | 11.0565 
-2.12383 -0.709766 | 20.3926 
-2.11992 -0.674609 | 22.2179 
-2.07305 -0.498828 | 25.581 
-1.94023 -0.658984 | 20.3076 
-1.76836 -0.541797 | 31.9268 
-1.89727 -0.401172 | 23.9058 
-1.76445 -0.303516 | 25.598 
-1.96758 -0.244922 | 13.8191 
-2.10039 -0.342578 | 21.9476 
-2.19805 -0.198047 | 18.4573 
-2.01055 -0.198047 | 10.8968 
-2.03789 -0.104297 | 6.51739 
-2.05742 -0.0496094 | 5.36115 
-1.98711 -0.0574219 | 4.62851 
-1.9832 0.0128906 | 4.02168 
-2.03789 0.0246094 | 4.55497 
-2.09258 0.0207031 | 6.10842 
-2.1043 -0.0339844 | 6.72778 
-2.1707 0.0128906 | 9.96612 
-2.1082 0.0597656 | 7.36831 
-2.19023 0.247266 | 21.0189 
-2.04961 0.247266 | 14.5721 
-2.0418 0.161328 | 9.2502 
-1.9832 0.0636719 | 4.78242 
-1.93633 0.0636719 | 5.33269 
-1.89336 0.0558594 | 6.3596 
-1.83867 0.157422 | 12.6235 
-1.89336 0.192578 | 12.2538 
-1.7918 0.188672 | 16.8913 
-1.70586 0.149609 | 19.7727 
-1.7293 0.0363281 | 14.5483 
-1.80742 -0.0730469 | 10.7768 
-1.88164 0.0128906 | 6.21366 
-1.9168 0.00507812 | 5.01488 
-1.89727 -0.0535156 | 6.17449 
-1.83867 -0.0613281 | 8.83013 
-1.90117 -0.0847656 | 6.8735 
-1.90117 -0.194141 | 12.0808 
-1.81523 -0.127734 | 12.3779 
-1.61211 -0.135547 | 23.6499 
-1.49102 -0.0417969 | 22.5518 
-1.28008 -0.162891 | 18.3397 
-1.33086 -0.0691406 | 17.5696 
-1.39336 0.145703 | 23.7065 
-1.24883 0.137891 | 15.0292 
-1.44023 0.219922 | 29.5472 
-1.58867 0.173047 | 26.3926 
-1.50664 0.407422 | 40.7826 
-1.42461 0.575391 | 40.1584 
-1.49492 0.723828 | 34.3907 
-1.58477 0.680859 | 35.7988 
-1.90508 0.755078 | 15.6069 
-1.71367 0.645703 | 31.7105 
-1.83477 0.407422 | 26.81 
-1.9832 0.512891 | 24.219 
-2.09258 0.387891 | 23.7939 
-2.17461 0.630078 | 27.4061 
